State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls,Churn
AZ,97,408,386-3596,no,no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,540.3,6,3.46,55.050000000000004,3,
ND,51,510,337-3740,no,no,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,679.9,2,4.02,70.11,0,
VT,73,415,414-1496,no,no,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,726.0,6,2.78,71.04,1,
HI,35,415,349-7291,no,no,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,396.90000000000003,8,3.54,41.29,2,
WY,64,415,385-1985,no,no,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,703.8000000000001,2,3.67,69.79,1,
WV,63,510,329-7102,no,no,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,370.2,2,2.67,38.18,3,
OK,117,415,394-2553,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,613.6,6,2.08,51.96,3,
CT,115,415,339-1330,no,no,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,779.6,8,3.7,78.82,1,
UT,162,408,398-1959,no,no,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,600.6,3,3.13,61.66,1,
NY,89,415,408-7015,no,no,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,506.2,1,3.32,43.910000000000004,3,
VA,94,415,384-9254,yes,no,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,609.6,4,2.32,66.60999999999999,1,
VT,129,408,355-9475,no,no,0,186.0,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,558.7,6,3.11,61.480000000000004,4,
SD,86,415,334-1337,no,no,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,537.0999999999999,9,1.97,60.02,1,
PA,96,510,359-1441,no,no,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,612.9,2,1.78,58.0,1,
ND,190,415,391-5442,no,no,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,628.9,5,2.4,61.62,1,
CT,80,408,374-1551,no,no,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,495.7,6,2.21,44.69,1,
SC,108,415,399-6233,no,no,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,518.7,4,1.11,46.01,4,
MI,97,408,337-4749,no,yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,594.6,7,2.3,58.76,0,
VT,84,415,403-5552,no,yes,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,747.3,10,3.05,70.49,0,
OH,65,415,405-3097,no,no,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,777.1000000000001,5,1.13,76.3,4,
VT,131,415,364-9240,no,yes,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,502.69999999999993,10,3.62,48.06,1,
IL,58,415,404-9348,yes,yes,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,617.4,4,2.4,58.529999999999994,1,
MO,36,415,336-1462,no,no,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,645.3000000000001,2,2.75,65.86,3,
WI,54,415,364-8981,no,no,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12.0,469.4,2,3.24,43.35,1,
NJ,45,510,412-7606,no,no,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,619.2,1,2.97,60.21999999999999,1,
GA,125,415,380-6342,no,yes,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,709.8,4,2.46,75.07,2,
VT,72,415,418-3017,no,yes,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,541.8000000000001,2,2.21,53.89000000000001,2,
CT,141,408,367-3648,no,no,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,447.5,3,2.73,35.379999999999995,3,
AZ,113,510,341-5892,no,no,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,546.4999999999999,3,2.4,45.58,0,
SD,20,415,334-4678,no,yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,497.30000000000007,3,1.92,51.540000000000006,0,
CT,212,415,366-6751,no,no,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,580.7,3,2.05,49.37,1,
IN,99,415,397-8512,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,567.1999999999999,6,2.67,58.63,4,
OH,94,510,367-9495,no,no,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,626.9999999999999,4,4.13,65.01,1,
NY,40,510,379-2991,no,no,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,360.3,6,2.51,37.88,1,
NE,86,510,356-4832,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,588.6,5,2.27,55.88,3,
OK,101,415,413-4040,no,no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,696.0,15,1.22,74.36,3,
NC,170,415,366-4444,no,no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,650.0,8,2.46,71.22999999999999,0,
HI,105,510,394-3806,no,no,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,652.2,4,3.51,71.44,1,
UT,103,415,368-5647,no,no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,508.8,4,3.29,53.99,0,
MD,140,415,412-1076,yes,yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,559.0,5,3.11,57.8,4,
VT,101,510,413-7655,no,no,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,368.09999999999997,4,1.94,25.87,1,
TX,98,408,371-2316,no,yes,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,592.9,4,2.97,52.08,1,
AZ,104,408,420-3346,no,no,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,614.4,2,3.16,60.0,4,
VA,115,415,367-3971,no,no,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,505.3,0,0.0,47.14,3,
WI,112,408,417-5813,no,no,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,582.7,4,3.21,59.79,0,
NE,70,415,421-8535,no,no,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,680.4000000000001,4,1.54,66.77000000000001,1,
KY,126,510,375-1721,no,no,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,486.20000000000005,1,2.86,50.129999999999995,0,
NV,87,510,331-8484,no,yes,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,480.1,1,2.57,43.04,3,
MT,125,510,366-5829,no,no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,473.3,7,2.38,44.7,4,
MO,86,415,367-7906,no,no,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,640.0,8,2.4,57.279999999999994,1,
MS,73,415,412-2520,no,yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,579.8,2,3.19,49.279999999999994,6,
NM,232,408,386-9177,no,no,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,491.6,3,3.19,53.309999999999995,1,
NJ,1,415,420-6780,no,yes,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,672.4,2,2.27,64.34,0,
NH,133,408,401-1454,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,646.8,5,3.29,60.6,1,
NC,103,510,379-2508,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,534.6,6,2.08,54.31,1,
MT,131,415,353-3492,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,589.1,4,2.54,54.940000000000005,1,
SD,95,408,406-4840,no,yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,634.3999999999999,6,2.65,60.1,0,
VA,182,415,391-7982,no,no,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,595.4000000000001,4,2.62,57.99,1,
LA,99,510,379-9821,no,no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,559.0,1,2.46,53.17,0,
NV,27,510,398-7414,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,674.9,3,2.05,66.14999999999999,3,
AK,141,408,338-8566,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,435.0,7,2.89,40.0,1,
OH,29,415,397-3058,yes,yes,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,563.8000000000001,7,1.54,63.36,2,
NM,65,415,389-8096,no,no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,434.6,12,1.78,39.92,2,
MI,81,415,393-6840,yes,no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,553.6999999999999,3,4.83,54.489999999999995,3,
MN,37,415,360-7404,no,yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,702.3,7,2.81,75.69,0,
WY,107,510,411-5740,no,yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,649.0000000000001,1,1.51,59.35999999999999,1,
WY,127,415,412-3726,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,418.6,3,2.81,39.550000000000004,1,
WA,78,408,372-7326,no,no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,600.5,5,3.16,55.05000000000001,0,
NM,55,510,338-9873,no,no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,578.4,2,1.24,51.29,2,
VA,86,415,383-4322,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,627.8999999999999,7,2.65,53.489999999999995,2,
RI,176,415,401-7654,no,no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,580.5,6,2.59,66.5,2,
AL,96,415,410-5455,yes,no,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,599.6,5,3.02,66.15,2,
WV,11,510,419-4310,no,yes,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,646.4,7,1.89,64.76,1,
WV,48,415,367-2056,no,yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,697.2,4,2.05,68.78,1,
NJ,127,510,363-6695,no,no,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,629.9,5,3.05,66.03,1,
TN,63,415,374-6217,no,no,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,576.3,2,3.02,54.93,0,
MI,79,510,337-9569,no,no,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,586.3000000000001,2,3.29,64.43,1,
UT,47,408,350-9720,no,yes,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,548.6,6,3.56,51.51,2,
IL,89,415,380-4080,yes,yes,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,508.9,2,3.0,49.94,0,
MI,83,510,333-7460,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,605.5,7,2.92,67.37,1,
WI,126,415,378-3722,yes,yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,685.0,6,2.62,72.41000000000001,4,
ND,60,510,353-9339,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,679.0,6,4.08,68.78,2,
VT,122,415,386-6535,no,no,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,577.3,4,2.32,54.72,0,
WA,136,408,403-5575,no,no,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,485.6,10,1.35,50.410000000000004,1,
NC,172,408,331-5962,no,yes,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,715.3,2,2.38,75.99999999999999,1,
ME,102,510,390-9627,no,no,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,614.1999999999999,3,2.24,62.330000000000005,1,
SD,113,415,406-4560,yes,no,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,541.7,7,2.48,59.529999999999994,1,
WV,79,415,359-6931,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,653.0,4,2.4,65.02,3,
ID,55,510,331-7342,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,781.2,2,2.62,72.02,1,
LA,111,415,367-2227,no,yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,443.8,2,2.78,44.68,2,
GA,160,415,335-8836,no,no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,574.7,2,2.24,56.37,0,
FL,110,415,398-6703,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,596.6999999999999,3,2.11,65.42,4,
CO,192,415,370-8379,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,686.9,6,3.43,72.87,4,
NV,93,408,335-3880,no,no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,472.59999999999997,9,2.94,46.839999999999996,0,
IN,101,415,375-8761,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,600.5,2,2.57,64.1,2,
VA,77,510,367-1398,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,560.9,3,3.32,52.169999999999995,2,
UT,105,415,395-7857,no,yes,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,582.7,3,2.19,62.3,2,
UT,133,408,398-8745,no,yes,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,621.6,7,3.81,61.269999999999996,2,
MO,131,408,386-3717,no,no,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,706.8000000000001,7,1.78,60.27,1,
CT,106,510,330-1175,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,478.0,4,2.67,43.36,1,
HI,118,415,418-6752,no,no,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,515.0,4,1.59,46.02,1,
MD,125,408,349-6464,no,no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,593.9,4,2.32,54.190000000000005,1,
VA,95,415,366-7331,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,615.4,8,4.35,63.56,0,
MT,80,415,361-8288,no,no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,546.1999999999999,3,2.51,57.699999999999996,3,
SC,145,408,377-6635,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,499.6,6,2.7,40.25,0,
CO,37,408,408-1513,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,499.0,4,2.19,57.53,2,
ID,87,415,370-7546,no,no,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,603.5000000000001,6,2.05,57.099999999999994,1,
AL,69,415,389-4278,no,no,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,658.0,5,2.43,64.07,3,
CO,83,510,379-3012,no,no,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,460.3,2,2.32,44.07,1,
UT,195,415,355-3620,no,no,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,472.5,3,1.38,39.120000000000005,0,
DE,67,415,413-7743,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,630.1999999999999,4,4.56,63.43000000000001,0,
OH,75,510,372-2296,no,yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,522.9000000000001,7,1.13,47.440000000000005,3,
RI,123,415,333-9728,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,570.9000000000001,1,4.05,62.94,0,
FL,41,415,415-6110,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,466.2,3,1.59,53.71000000000001,1,
OH,75,415,340-9803,no,no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,618.9,5,2.19,60.56,0,
MD,76,415,400-7002,yes,no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,714.1000000000001,7,3.24,79.54,1,
IL,86,415,395-7435,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,664.9,4,2.78,72.78,1,
PA,140,408,336-7143,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,535.4,6,4.4,48.13,0,
AZ,70,415,352-2175,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,372.1,7,4.27,36.67999999999999,3,
NH,121,510,346-6352,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,616.1,4,1.59,61.190000000000005,0,
RI,112,415,405-7467,no,no,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,671.0999999999999,5,2.65,65.39999999999999,1,
HI,118,415,379-8526,no,no,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,659.2,7,2.62,71.53999999999999,2,
NJ,66,415,410-5713,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,721.0999999999999,2,2.4,65.57000000000001,1,
WI,78,408,408-5916,no,no,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,497.40000000000003,5,2.97,43.48,0,
MD,129,415,370-5626,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,542.1999999999999,9,4.0,58.61,2,
OR,6,408,408-1331,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,552.4,4,2.54,61.379999999999995,3,
NV,107,510,419-9688,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,689.7,3,2.7,69.07000000000001,1,
AR,107,415,343-5219,yes,no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,570.2,2,3.48,52.54,3,
MT,138,415,401-5586,no,no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,509.2,3,4.16,49.77000000000001,1,
CT,103,510,377-9178,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,621.3000000000001,2,2.62,55.72,0,
UT,116,415,345-5639,no,yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,709.8000000000001,2,3.0,72.23,0,
GA,189,408,336-3488,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,615.8,4,1.7,64.59,2,
NV,161,415,414-6426,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,574.2,2,3.19,48.279999999999994,2,
TN,1,415,335-5591,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,711.1,2,1.89,69.95,1,
DE,89,408,421-9144,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,603.0999999999999,3,3.46,61.300000000000004,1,
NY,64,408,422-7728,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,687.1,5,2.62,72.68,1,
MT,126,415,344-3466,no,yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,471.40000000000003,4,3.46,49.33,4,
IA,129,415,398-7978,no,no,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,618.4999999999999,10,1.32,63.410000000000004,2,
VT,128,510,346-8368,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,687.0999999999999,4,2.92,71.69,0,
LA,81,415,392-2722,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,619.2,6,3.16,54.45,3,
MT,114,510,393-3274,no,no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,520.8,5,2.86,55.45,1,
NH,50,408,339-4636,no,no,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,674.0,3,3.0,64.09,0,
WV,86,415,349-7138,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,581.0999999999999,1,3.11,53.89000000000001,3,
ID,96,408,363-3295,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,622.7,6,3.29,63.18,1,
AZ,72,510,407-9830,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,578.5,2,3.43,67.26,0,
SC,64,510,333-8822,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,617.4,4,1.59,64.67,8,
WV,57,415,419-6418,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,648.5,3,3.29,68.01,2,
OH,65,510,351-8955,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,663.0,3,2.3,59.79,2,
MD,163,408,338-1840,no,no,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,647.0999999999999,5,2.38,68.05999999999999,1,
MD,136,415,336-6997,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,679.3000000000001,3,2.89,71.24,2,
MN,116,408,408-6266,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,617.8,6,3.24,61.96,1,
NE,93,408,332-4291,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,685.8000000000001,5,1.78,62.38,3,
MN,142,510,355-7895,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,632.8000000000001,3,2.48,67.25000000000001,3,
NY,92,408,348-2916,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,666.0,2,2.32,72.32999999999998,1,
HI,70,415,339-8132,no,no,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,680.8000000000001,6,1.81,69.03,1,
MO,22,408,374-1684,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,490.79999999999995,1,1.13,56.790000000000006,1,
NV,37,415,362-7604,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,666.3,2,3.24,70.21,2,
MA,51,415,389-3206,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,662.0,3,1.89,60.66,1,
NH,174,408,336-2829,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,518.0,5,2.7,48.720000000000006,2,
UT,68,415,403-8916,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,716.6,3,2.27,71.28999999999999,1,
FL,130,415,384-1135,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,613.8,2,3.35,64.31,1,
WA,104,415,390-2320,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,557.1999999999999,5,3.05,53.17999999999999,2,
CT,134,408,398-8578,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,609.1,3,2.4,60.7,2,
KY,108,415,393-9424,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,567.6,7,2.57,55.86000000000001,2,
NM,103,415,417-6330,no,no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,649.1,2,2.62,62.85999999999999,3,
ND,62,510,340-6339,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,600.9,4,1.51,55.169999999999995,1,
NV,162,415,380-6571,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,535.6999999999999,3,3.08,48.94,2,
CA,93,510,368-6488,no,yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,399.9,3,3.38,45.10000000000001,2,
ID,42,415,363-2193,no,no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,445.6,6,3.54,42.97,1,
OK,155,415,328-1206,no,yes,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,603.9999999999999,11,3.62,66.01,2,
IA,36,510,385-3540,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,582.8,2,2.43,52.31,0,
OH,143,415,337-7167,no,no,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,597.9,4,1.22,62.519999999999996,0,
NJ,197,510,372-8405,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,564.2,2,2.86,53.989999999999995,3,
IA,81,510,377-1273,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,756.9,6,2.16,77.16,1,
DE,138,510,380-7816,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,409.6,4,2.59,33.849999999999994,4,
CA,103,415,402-6744,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,503.8,7,3.11,50.839999999999996,0,
WY,127,510,400-2181,yes,no,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,734.1999999999999,5,3.75,75.48,2,
OR,136,510,366-1613,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,736.5,6,2.89,74.89,1,
ME,99,415,347-8205,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,657.9000000000001,8,3.24,67.53999999999999,2,
AR,95,415,328-2982,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,489.0,5,2.4,40.32,0,
ME,118,408,384-8723,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,535.5,3,3.0,54.53,4,
WV,113,415,341-7686,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,364.59999999999997,3,3.7,30.830000000000002,5,
PA,128,408,353-6038,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,509.7,5,2.89,60.050000000000004,0,
HI,117,408,416-8827,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,452.9,10,4.24,42.11000000000001,3,
MT,48,415,418-8450,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,676.1,4,2.05,67.7,3,
DC,81,510,385-7861,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,708.9999999999999,3,3.21,71.47,0,
AR,57,510,393-3507,no,no,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,599.0,6,3.43,60.24,1,
MS,140,408,372-5262,no,no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,518.6,2,2.21,53.75,1,
OH,107,510,411-3095,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,515.0,1,2.97,60.29,2,
MO,56,415,331-5919,no,no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,499.70000000000005,4,3.86,49.480000000000004,1,
TX,159,415,402-1556,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,547.0,10,2.84,49.08,1,
